order_id,customer_id,order_date,order_status,shipping_address,total_amount,payment_status,created_at
ORDYWOZ59NRLPS3,CUSTN6ZVAUQ6R9I1,2024-12-05 23:53:36,Completed,73 Main Street,21915.0,Pending,2024-12-05 23:53:36
ORD5QLL9F1LOGCY,CUSTE5ILI8ISDAJP,2025-07-12 13:58:51,Shipped,101 Main Street,206753.0,Pending,2025-07-12 13:58:51
ORD6V4JMLS5QRG1,CUSTKNBP5ISXWR7I,2024-04-05 13:18:21,Cancelled,23 Main Street,85954.0,Paid,2024-04-05 13:18:21
ORDOWY9OSZY6EMF,CUSTXO1KVBTYF4IP,2025-06-08 00:44:28,Completed,62 Main Street,115515.0,Paid,2025-06-08 00:44:28
ORDTR3TF1OQNMHC,CUSTD16MD6XVIKHO,2024-10-11 15:33:21,Processing,180 Main Street,23246.0,Paid,2024-10-11 15:33:21
ORD00ILOMR4JH4P,CUSTDUX6MIMJWPRD,2024-01-26 09:51:24,Cancelled,83 Main Street,146994.0,Pending,2024-01-26 09:51:24
ORDTHECTNSEX6W1,CUST847Z9JF4HC3C,2024-08-21 10:01:32,Shipped,217 Main Street,122667.0,Paid,2024-08-21 10:01:32
ORDOB13M9LHUS4W,CUST9Y4M61JKD2UT,2024-12-24 09:18:32,Completed,82 Main Street,145901.0,Paid,2024-12-24 09:18:32
ORDSE204W6Z9AH1,CUSTDMP6QC91LWN6,2025-04-10 11:49:28,Shipped,60 Main Street,60032.0,Paid,2025-04-10 11:49:28
ORDWCUV65GE7RRV,CUSTSSPZETNIIXXV,2024-12-20 17:08:50,Cancelled,207 Main Street,37823.0,Paid,2024-12-20 17:08:50
ORDBP7ICHX1O10M,CUSTH3JZ9MIXHE95,2025-09-19 01:47:32,Shipped,41 Main Street,129910.0,Pending,2025-09-19 01:47:32
ORDLY2L6YBUJYUF,CUSTQXCC7OWTO0ED,2024-04-18 15:42:53,Cancelled,298 Main Street,139936.0,Paid,2024-04-18 15:42:53
ORDEI9VO1S7AOLO,CUST6LNFT4LBFQQ8,2025-10-26 03:08:23,Processing,222 Main Street,110979.0,Pending,2025-10-26 03:08:23
ORDUYSN5R05BWJB,CUSTWMPG7X15MY0K,2025-10-05 01:25:33,Completed,99 Main Street,153356.0,Paid,2025-10-05 01:25:33
ORDNLRG1R2AKTBF,CUST0P9UYN3IYZTI,2025-06-27 04:12:36,Completed,198 Main Street,260133.0,Pending,2025-06-27 04:12:36
ORDZ5UZ0J03Z2G4,CUST8YRF92L5Y46V,2024-09-18 22:25:57,Completed,231 Main Street,162773.0,Pending,2024-09-18 22:25:57
ORDFD7XBKD9L3GC,CUSTM18UC1PJNAYR,2025-04-09 03:55:01,Processing,238 Main Street,6310.0,Paid,2025-04-09 03:55:01
ORDK4FQEGAI2IGV,CUST6FUQLMB2BCFA,2024-04-21 12:10:24,Completed,179 Main Street,148945.0,Paid,2024-04-21 12:10:24
ORDKDL6GA6JHKF8,CUST1AN6QGY76XXP,2025-05-24 15:07:35,Shipped,142 Main Street,97128.0,Pending,2025-05-24 15:07:35
ORD9IU49RCHG362,CUST38K5U1HHGEU3,2024-09-06 23:26:39,Cancelled,82 Main Street,2016.0,Paid,2024-09-06 23:26:39
ORDJW3RFNZCE1EP,CUST7K26CIMHQAAW,2024-04-16 13:19:47,Completed,72 Main Street,107187.0,Paid,2024-04-16 13:19:47
ORD5U80MJH2SOVE,CUST35UG6PA1WC43,2025-12-24 03:17:35,Shipped,251 Main Street,134099.0,Pending,2025-12-24 03:17:35
ORD5KEZ1921I8G3,CUSTG2BHYDFSUVBY,2024-01-23 19:02:14,Cancelled,205 Main Street,18925.0,Paid,2024-01-23 19:02:14
ORDPN0RZ49TNB4E,CUSTJOB7TGU96P6U,2024-02-24 13:54:29,Processing,27 Main Street,32622.0,Pending,2024-02-24 13:54:29
ORD25FPG3BGGKSL,CUST24GFYG9SNG1O,2024-05-03 21:32:10,Cancelled,203 Main Street,63144.0,Pending,2024-05-03 21:32:10
ORDIR3KLVJ34Q2B,CUST64VS0UYWDU0O,2025-01-15 14:21:41,Processing,80 Main Street,286575.0,Pending,2025-01-15 14:21:41
ORDIQ4U91S0CDOA,CUSTK405W70VWDJR,2024-01-26 07:33:16,Completed,253 Main Street,36944.0,Pending,2024-01-26 07:33:16
ORDV9DZKDLP4GFF,CUSTQ6T1AB6550U0,2025-12-02 04:34:28,Processing,247 Main Street,155371.0,Paid,2025-12-02 04:34:28
ORD6SNB8H5FDU4B,CUST8NYQ7QC8OIWC,2024-12-03 16:33:39,Completed,255 Main Street,8712.0,Pending,2024-12-03 16:33:39
ORD05XNY7W134IO,CUST42O0VZ38BLVK,2025-12-29 10:24:53,Cancelled,41 Main Street,116112.0,Pending,2025-12-29 10:24:53
ORDMRD0WWN02YJI,CUSTCGGC5ZBVE8DX,2025-10-25 02:11:10,Completed,94 Main Street,165996.0,Pending,2025-10-25 02:11:10
ORD98QOI2D3PI7E,CUSTF4UMD8HC4QWZ,2025-05-25 15:57:51,Completed,76 Main Street,173139.0,Paid,2025-05-25 15:57:51
ORD0DDFH3B6XUEV,CUSTNCTIWPUUM60Q,2024-07-26 06:52:46,Cancelled,221 Main Street,209735.0,Pending,2024-07-26 06:52:46
ORDMKMJ7ZIFL8YT,CUSTAOWY3AFPK4I8,2024-02-11 08:28:59,Processing,9 Main Street,143391.0,Pending,2024-02-11 08:28:59
ORDRVGBBUB58CNI,CUST4HVEKF9EXWR6,2024-06-11 19:38:14,Completed,135 Main Street,82868.0,Pending,2024-06-11 19:38:14
ORDHY18OWQL6ABC,CUST616K36ZVFBCG,2024-09-14 17:47:02,Shipped,234 Main Street,215179.0,Pending,2024-09-14 17:47:02
ORDN0BZVQDBXIS9,CUSTIXN40JIA5LMM,2024-10-03 08:56:00,Processing,182 Main Street,137207.0,Pending,2024-10-03 08:56:00
ORD6B9EH8Z0WCPI,CUSTVZV1HQD5E9OE,2024-09-11 07:00:22,Shipped,33 Main Street,220859.0,Pending,2024-09-11 07:00:22
ORDHPXLZ606F9AN,CUST4BMPA6U6AMCA,2025-04-06 19:41:30,Shipped,278 Main Street,112621.0,Pending,2025-04-06 19:41:30
ORDA51ZS4IQUDP6,CUSTZT36T3VZ4W5G,2024-09-30 16:39:43,Completed,39 Main Street,92893.0,Pending,2024-09-30 16:39:43
ORDAQG34JDPF4WW,CUSTB9J3XXIMD5PG,2025-04-02 23:23:18,Completed,80 Main Street,18651.0,Pending,2025-04-02 23:23:18
ORD1APCXQKBVVLU,CUSTT1RZQIRM27Y2,2024-08-20 20:41:08,Cancelled,65 Main Street,45923.0,Pending,2024-08-20 20:41:08
ORD7E7ERN7FCCX9,CUSTUYPV8XF16686,2025-08-21 11:47:37,Cancelled,48 Main Street,209963.0,Paid,2025-08-21 11:47:37
ORDJ2DIU7E7E7KI,CUST44XDN0NAW3T7,2025-03-07 09:29:43,Completed,238 Main Street,177089.0,Pending,2025-03-07 09:29:43
ORDCNQABEDE84SS,CUSTWEBAC2BEKYEY,2025-04-28 19:13:20,Shipped,47 Main Street,225808.0,Pending,2025-04-28 19:13:20
ORDDWB3X4KQ1JLN,CUST68DRXY9TKH9A,2024-02-27 10:10:16,Shipped,29 Main Street,18633.0,Pending,2024-02-27 10:10:16
ORD8ZGC8UXLGSP7,CUSTC8KWG7YRMWKI,2025-07-01 18:33:47,Shipped,103 Main Street,186102.0,Pending,2025-07-01 18:33:47
ORD5BY2PTU3CPEL,CUST8NLU2X0L0R29,2024-05-23 04:11:22,Cancelled,28 Main Street,113448.0,Pending,2024-05-23 04:11:22
ORDQVEM60RC5UG8,CUSTIIFMO4KA0D7E,2025-01-27 08:00:28,Completed,154 Main Street,134293.0,Paid,2025-01-27 08:00:28
ORDO55XQ7K2GTAE,CUSTCDGG8LEZ9W3H,2024-01-23 02:36:55,Cancelled,180 Main Street,237119.0,Pending,2024-01-23 02:36:55
ORDGJEFN05Z7Y0F,CUSTG61P9VP69B43,2024-07-31 22:27:10,Cancelled,271 Main Street,112390.0,Paid,2024-07-31 22:27:10
ORDAS54Y5D52YFW,CUSTCWJQBHEZZ1ZM,2025-10-12 04:47:35,Completed,276 Main Street,22557.0,Paid,2025-10-12 04:47:35
ORD9U0IZ2D1QBCD,CUSTB2148RPMYZ5A,2024-10-31 09:13:31,Completed,88 Main Street,46317.0,Pending,2024-10-31 09:13:31
ORDPX0CLXJUYCOH,CUSTNLJ47HHF0SKF,2025-09-18 12:45:27,Completed,167 Main Street,102327.0,Pending,2025-09-18 12:45:27
ORDN23Z2G7LN871,CUSTRTG4QV9AI5XU,2025-10-02 09:44:15,Shipped,183 Main Street,34062.0,Paid,2025-10-02 09:44:15
ORDNEM5ON4XIFOF,CUSTP2DUDS8K2BBO,2024-11-09 04:48:04,Cancelled,52 Main Street,172339.0,Pending,2024-11-09 04:48:04
ORDFXDIV2ZVYYH8,CUSTSFT8HQJUT3RM,2025-04-05 05:53:02,Cancelled,222 Main Street,114126.0,Pending,2025-04-05 05:53:02
ORD69QPBY5YUVGD,CUSTNO7KZ4ANHUQC,2025-04-19 21:11:25,Cancelled,268 Main Street,66220.0,Pending,2025-04-19 21:11:25
ORDTD3RH9BVYHY8,CUSTJ74G0DEFRLKC,2025-12-01 19:06:44,Completed,297 Main Street,239225.0,Paid,2025-12-01 19:06:44
ORDGMBI4D1YSRKW,CUSTEJDY8KSPE6GL,2025-02-19 12:31:03,Cancelled,142 Main Street,55865.0,Paid,2025-02-19 12:31:03
ORDAOB628TXSMCP,CUSTODT8NYBIT220,2024-09-06 02:11:05,Cancelled,73 Main Street,41636.0,Paid,2024-09-06 02:11:05
ORDYBENES4W4KQZ,CUSTM6FGOIY5T12Q,2024-01-12 21:48:07,Cancelled,117 Main Street,216122.0,Paid,2024-01-12 21:48:07
ORDXU7Y7O341K8S,CUSTCWKBLIOTWLMT,2024-01-30 06:46:53,Cancelled,57 Main Street,44333.0,Pending,2024-01-30 06:46:53
ORDSIUMYAVHK95G,CUSTXL3HDEQX539M,2025-09-27 01:33:52,Processing,96 Main Street,113388.0,Pending,2025-09-27 01:33:52
ORD87R5Z34D9NDS,CUSTXJCWHJ2WR1JP,2024-07-30 16:09:34,Shipped,91 Main Street,70880.0,Paid,2024-07-30 16:09:34
ORDW6KG193U91WX,CUSTI38BV1BOSTN6,2024-07-06 11:38:04,Shipped,17 Main Street,54802.0,Paid,2024-07-06 11:38:04
ORD1WYRO5UP977N,CUSTFCJ9X3WYZ156,2024-08-31 03:19:00,Completed,233 Main Street,221191.0,Pending,2024-08-31 03:19:00
ORD7CCPQLJWCWWD,CUSTU8ML6369VKKE,2024-02-21 02:44:09,Shipped,58 Main Street,98566.0,Paid,2024-02-21 02:44:09
ORDPZWH2HR4ID10,CUSTL0SYXJHQ0W47,2024-05-08 05:57:03,Processing,17 Main Street,71832.0,Pending,2024-05-08 05:57:03
ORDDTVECYU363LJ,CUST61AVWSLRC1OY,2024-01-08 00:55:50,Completed,199 Main Street,6910.0,Pending,2024-01-08 00:55:50
ORDYML28L5YUGC2,CUSTQB6WUEF40EE0,2024-09-06 02:00:15,Cancelled,230 Main Street,40023.0,Paid,2024-09-06 02:00:15
ORD2HQ1OVNIDGY8,CUSTZJOVM0T4CXWE,2024-05-31 02:59:01,Processing,102 Main Street,103144.0,Paid,2024-05-31 02:59:01
ORDHG0EALEKJUSQ,CUSTJNNKCBYY5G9F,2025-12-20 12:34:09,Shipped,20 Main Street,139880.0,Paid,2025-12-20 12:34:09
ORDF01DWUITSAU4,CUSTP7WDQCOLURG1,2024-06-04 15:33:29,Processing,136 Main Street,39862.0,Pending,2024-06-04 15:33:29
ORD16ISOJS8V6WR,CUSTYVUKRZPZXRHP,2024-10-23 23:10:16,Processing,56 Main Street,80428.0,Paid,2024-10-23 23:10:16
ORDYT7PLOWSQBXN,CUST5ZG7M6YTGF1N,2024-05-22 17:06:48,Processing,290 Main Street,33674.0,Paid,2024-05-22 17:06:48
ORDZWTFSU4VAOCA,CUSTF48D2KSYFYI6,2024-04-24 01:40:03,Completed,14 Main Street,223755.0,Paid,2024-04-24 01:40:03
ORD1TJEXNF1G3IP,CUST5NSAZ4NNOD27,2024-02-16 05:29:51,Processing,170 Main Street,40974.0,Paid,2024-02-16 05:29:51
ORDVTQX6ERAGIYI,CUSTPY6E48VQIOSK,2025-08-10 06:30:47,Completed,261 Main Street,227254.0,Pending,2025-08-10 06:30:47
ORDXKGD91H9U18R,CUSTC47JZH1A1X8F,2025-05-30 14:11:47,Completed,254 Main Street,179906.0,Pending,2025-05-30 14:11:47
ORDYLUOE7J5D0U6,CUSTZ3TMZR17T2XA,2024-01-31 09:10:03,Completed,246 Main Street,270588.0,Pending,2024-01-31 09:10:03
ORD3T3GJTXW84HE,CUSTD7SJM092BFBM,2025-09-16 02:11:20,Cancelled,280 Main Street,239298.0,Pending,2025-09-16 02:11:20
ORDLU3XTPRVSRVT,CUSTVWIJDQC2PEYX,2025-01-27 19:34:37,Processing,19 Main Street,317820.0,Paid,2025-01-27 19:34:37
ORDOZBLWO3B5CP4,CUST6NJ10YZ9AYSX,2024-10-22 22:20:25,Cancelled,123 Main Street,10267.0,Pending,2024-10-22 22:20:25
ORDLMY677ZAPHU8,CUST02PMO8HH3413,2024-09-25 07:11:10,Cancelled,165 Main Street,161974.0,Paid,2024-09-25 07:11:10
ORDXBGADOFOGSHP,CUST2RUPG2PL0ZFQ,2024-11-19 03:47:56,Processing,74 Main Street,272240.0,Paid,2024-11-19 03:47:56
ORD0I7JVER6DF0C,CUSTLVXF3JYG7WT9,2025-01-25 20:15:17,Shipped,73 Main Street,188102.0,Paid,2025-01-25 20:15:17
ORDBFAC5ZHRJFH4,CUSTZAWSRZ9KXSFF,2024-09-05 13:51:53,Cancelled,127 Main Street,59782.0,Pending,2024-09-05 13:51:53
ORDWE85GFJA7DFX,CUSTOHEML3Y2J19H,2025-09-28 20:57:39,Processing,26 Main Street,154652.0,Paid,2025-09-28 20:57:39
ORDU1CEQWYSB1EQ,CUSTWA211UXATY7E,2025-10-07 15:53:59,Completed,37 Main Street,88241.0,Paid,2025-10-07 15:53:59
ORDBGLOKZYHYC14,CUSTEJDY8KSPE6GL,2024-06-19 14:25:10,Shipped,142 Main Street,76183.0,Paid,2024-06-19 14:25:10
ORDJ3K7P10U7X82,CUSTEL4IWC5XW22B,2025-09-03 05:42:27,Shipped,89 Main Street,81019.0,Paid,2025-09-03 05:42:27
ORD56HAY4FWXPHY,CUSTAUYQX7TS8WA0,2025-01-15 00:16:48,Processing,120 Main Street,171947.0,Paid,2025-01-15 00:16:48
ORDQN1UM3XEPB3C,CUST4JI92HBAIVQP,2024-10-28 02:32:00,Completed,105 Main Street,188096.0,Paid,2024-10-28 02:32:00
ORDW4JUF0C1WVJN,CUSTVZNDKRBINRV1,2025-08-15 22:30:51,Cancelled,66 Main Street,325542.0,Pending,2025-08-15 22:30:51
ORD8JBF5010R5M7,CUSTQFNFHUSEX4UM,2024-07-23 17:41:00,Processing,69 Main Street,4686.0,Pending,2024-07-23 17:41:00
ORDW7IXV2UXKLKQ,CUSTZ84TG0OK1EK2,2025-11-22 02:49:30,Processing,123 Main Street,99870.0,Pending,2025-11-22 02:49:30
ORDXTLCM40D7KKB,CUSTID0KJO0DU1A5,2025-02-25 21:04:35,Shipped,5 Main Street,73478.0,Paid,2025-02-25 21:04:35
ORD99QA9US7OX8K,CUST6X5PD5UTBYK6,2025-09-29 18:03:06,Shipped,121 Main Street,128152.0,Pending,2025-09-29 18:03:06
ORDX6AYOJC8NG16,CUSTU2ONQ30Z984N,2024-05-02 13:34:45,Processing,251 Main Street,233178.0,Paid,2024-05-02 13:34:45
ORD3DSP4F2P3Q83,CUST0P1BDPQ0798L,2024-02-01 06:08:05,Shipped,76 Main Street,48374.0,Paid,2024-02-01 06:08:05
ORD3INUIQE4UDMK,CUSTEJDY8KSPE6GL,2025-10-15 23:16:43,Shipped,142 Main Street,49333.0,Paid,2025-10-15 23:16:43
ORD4HF99WRYT28K,CUSTE8BQMUS2VHE2,2024-11-01 11:38:10,Processing,12 Main Street,287141.0,Paid,2024-11-01 11:38:10
ORDMESFSNNMRC9T,CUSTJEB3WE8EW59V,2024-05-11 01:02:37,Cancelled,231 Main Street,13050.0,Paid,2024-05-11 01:02:37
ORDIR6NTNLG5FFZ,CUSTH2U3RLEXKSUS,2024-12-29 06:24:18,Shipped,124 Main Street,92066.0,Pending,2024-12-29 06:24:18
ORD7NTHQWUVVZOH,CUSTCESAOL2F0ZQ4,2025-04-17 09:41:36,Cancelled,98 Main Street,159984.0,Pending,2025-04-17 09:41:36
ORD1S6A1Q7IR9TJ,CUSTHI5BUG57GBOQ,2024-09-01 16:29:59,Shipped,256 Main Street,197649.0,Pending,2024-09-01 16:29:59
ORDN82PKF7AQPO6,CUST2IE7DZIKOORO,2025-04-13 06:23:02,Cancelled,98 Main Street,162292.0,Paid,2025-04-13 06:23:02
ORDDO1V5PWA4BKE,CUSTGHQHUGN8WREG,2024-02-07 18:11:23,Completed,188 Main Street,126636.0,Pending,2024-02-07 18:11:23
ORDF17JXLDLW40V,CUST050IZD5K0BSV,2025-03-27 16:20:40,Completed,47 Main Street,294297.0,Pending,2025-03-27 16:20:40
ORDN1JJNVVYFNNS,CUSTJUXGETLIYBO5,2024-03-17 03:19:18,Cancelled,233 Main Street,174265.0,Pending,2024-03-17 03:19:18
ORDJB4UNOMCCLB2,CUSTNWMPR424UR6R,2025-04-29 02:06:24,Shipped,74 Main Street,227028.0,Paid,2025-04-29 02:06:24
ORDBI52MF4VMYDN,CUSTDTBX2GT4RZC8,2025-02-01 04:19:21,Processing,7 Main Street,83680.0,Paid,2025-02-01 04:19:21
ORD59HNHX238UWI,CUST96ZQWH2VPERY,2025-05-23 21:16:45,Shipped,39 Main Street,95857.0,Paid,2025-05-23 21:16:45
ORDRGQL3H1K54D5,CUSTELOCAO01NEZN,2025-05-27 18:42:28,Completed,100 Main Street,208881.0,Pending,2025-05-27 18:42:28
ORDJVSZSZN101GK,CUSTLXTAQWRUPRVN,2025-01-10 23:08:04,Shipped,74 Main Street,34106.0,Paid,2025-01-10 23:08:04
ORDJW13STQP9LIE,CUSTY2F75PYF3253,2024-09-16 18:28:45,Cancelled,237 Main Street,156187.0,Pending,2024-09-16 18:28:45
ORD497IRI8I3VVT,CUSTTQ17JBEE6CNL,2025-01-05 16:54:02,Processing,121 Main Street,60755.0,Paid,2025-01-05 16:54:02
ORDRLEGQWRIG7NR,CUSTCVP3QG81XMJ2,2025-01-13 19:54:00,Completed,225 Main Street,177642.0,Paid,2025-01-13 19:54:00
ORDIHCR1S62ZI4J,CUSTCXBECB5DZ36V,2025-12-14 05:11:07,Cancelled,286 Main Street,36167.0,Paid,2025-12-14 05:11:07
ORD8FOO6AKUVSMK,CUSTBHZAG8H2C88A,2025-09-28 22:45:58,Processing,175 Main Street,99425.0,Paid,2025-09-28 22:45:58
ORDZE3DFKUTBLE1,CUST455W52EYXEX5,2025-07-09 16:09:14,Completed,275 Main Street,204070.0,Paid,2025-07-09 16:09:14
ORD55RRKDBVLCFO,CUSTEZ8E7JZQXCDD,2024-06-14 23:27:02,Cancelled,295 Main Street,91428.0,Paid,2024-06-14 23:27:02
ORDHW07SWCAM6B8,CUSTPPDIPLRH4RVE,2025-01-05 03:32:11,Shipped,16 Main Street,257370.0,Pending,2025-01-05 03:32:11
ORDUZIFJZM0BUVD,CUSTNG1EU7HHGD9L,2024-07-09 12:35:27,Completed,277 Main Street,69771.0,Pending,2024-07-09 12:35:27
ORDK8346DC3UXQB,CUSTBHZAG8H2C88A,2024-01-16 23:59:02,Completed,175 Main Street,125641.0,Pending,2024-01-16 23:59:02
ORDN9YF1LHN4L68,CUST8U1V8WXVOMX1,2024-03-19 05:50:46,Cancelled,112 Main Street,138540.0,Pending,2024-03-19 05:50:46
ORDQZFPIUZIG15R,CUST5C56OP9TF1JT,2024-05-21 06:10:03,Shipped,8 Main Street,103036.0,Paid,2024-05-21 06:10:03
ORDJOY3VIPFYGTN,CUSTHMMH3HAKPI3F,2025-02-06 15:28:45,Completed,14 Main Street,239498.0,Paid,2025-02-06 15:28:45
ORDKEXRD52D0AGJ,CUST6DHO29S3NIUS,2025-05-30 13:36:19,Completed,114 Main Street,177140.0,Paid,2025-05-30 13:36:19
ORDNAYCVG4LQOY9,CUSTNK1GGWBK6BIV,2024-07-22 04:36:24,Completed,114 Main Street,38346.0,Pending,2024-07-22 04:36:24
ORD3XACIP9371CU,CUST2RDOYBJNIRZE,2024-10-04 07:44:02,Shipped,287 Main Street,118742.0,Pending,2024-10-04 07:44:02
ORDALW2D3RRWOF6,CUSTPY5SGSLWDV9A,2024-08-05 02:28:11,Shipped,154 Main Street,36746.0,Paid,2024-08-05 02:28:11
ORDPDUE5BWB3VLH,CUSTQ0F4B8PKNBMT,2024-01-20 09:36:55,Cancelled,42 Main Street,54303.0,Paid,2024-01-20 09:36:55
ORDPMY3JW5O9ZZ0,CUST9CMLJYDMYKMM,2024-06-02 18:26:15,Cancelled,92 Main Street,179331.0,Paid,2024-06-02 18:26:15
ORDX3RNRE5WW08K,CUSTM0HQGMSPVUNS,2024-07-29 07:16:00,Cancelled,45 Main Street,148413.0,Paid,2024-07-29 07:16:00
ORD8RWYULWFZUK1,CUST7K26CIMHQAAW,2025-07-27 16:26:37,Shipped,72 Main Street,232706.0,Paid,2025-07-27 16:26:37
ORDYYMZUSI3ACH7,CUSTXNL5PZNWOO4Z,2024-06-09 14:22:54,Processing,22 Main Street,218157.0,Pending,2024-06-09 14:22:54
ORD87L8S5XXCR3Q,CUSTT8ORK3GVCAUD,2025-03-28 14:15:55,Completed,296 Main Street,61704.0,Pending,2025-03-28 14:15:55
ORD1XLNC5RRXM0E,CUSTO01C5KWND62A,2025-06-18 20:19:59,Completed,192 Main Street,335150.0,Pending,2025-06-18 20:19:59
ORD9SXDSY3T2CE0,CUSTQ374T3Z0KH69,2025-08-03 22:08:32,Processing,154 Main Street,267721.0,Paid,2025-08-03 22:08:32
ORDR8N0G1SPGH7H,CUST5A0RJLALA30N,2025-07-10 18:55:28,Cancelled,112 Main Street,266108.0,Paid,2025-07-10 18:55:28
ORDXTK1TUHQNHF7,CUST8KA67H4O2PNH,2024-02-24 06:46:45,Cancelled,9 Main Street,193641.0,Pending,2024-02-24 06:46:45
ORDQ5TK3KEA3YAW,CUSTQ5A6AWRSZ109,2025-04-26 14:42:28,Shipped,267 Main Street,8602.0,Pending,2025-04-26 14:42:28
ORD1L0FTV8YP8Q2,CUST0QQ0A89Z74IW,2025-01-24 11:55:12,Cancelled,169 Main Street,53019.0,Pending,2025-01-24 11:55:12
ORDTC4ADDGEH5LC,CUSTEVZWGGLJBXQO,2024-01-31 08:44:24,Shipped,223 Main Street,62558.0,Pending,2024-01-31 08:44:24
ORD9JX7YM2X4G3Q,CUST7315B21KTFIZ,2025-05-22 10:57:03,Processing,155 Main Street,209634.0,Pending,2025-05-22 10:57:03
ORDJ2DHU5NT469Q,CUST35UG6PA1WC43,2024-12-15 23:22:35,Shipped,251 Main Street,59744.0,Pending,2024-12-15 23:22:35
ORD1TC4FPROYEQT,CUSTFDAJY4IYB542,2024-01-26 17:21:20,Completed,275 Main Street,303325.0,Paid,2024-01-26 17:21:20
ORDEHA01IWJWC3C,CUST5LTWQ74KWUYV,2025-07-17 12:31:13,Completed,258 Main Street,2342.0,Pending,2025-07-17 12:31:13
ORDNRPH2NDZU5S4,CUSTHMA9FXZCEPS7,2025-06-18 04:56:48,Completed,111 Main Street,37220.0,Pending,2025-06-18 04:56:48
ORD1NZF88RF55ZJ,CUSTZZUJJEAOVOBG,2024-08-06 02:34:53,Cancelled,242 Main Street,4551.0,Pending,2024-08-06 02:34:53
ORDOTFBVT6YKDEE,CUSTHU3J01OB9XID,2025-01-09 22:16:44,Shipped,190 Main Street,118103.0,Pending,2025-01-09 22:16:44
ORDWJKLBUJ2Y0C9,CUST2J3VGO4CTZ0Y,2025-01-14 18:09:32,Shipped,172 Main Street,121290.0,Paid,2025-01-14 18:09:32
ORDW7FCY5NYVIKQ,CUSTA87NBE11SQ9F,2025-12-27 06:46:14,Shipped,82 Main Street,155575.0,Pending,2025-12-27 06:46:14
ORDXRKU3N9L8BY3,CUSTV6580KKRWPSC,2025-02-10 13:15:48,Cancelled,201 Main Street,126682.0,Paid,2025-02-10 13:15:48
ORDT9UT77TD4TK2,CUST3D1N621GF2WH,2024-12-29 07:37:24,Cancelled,23 Main Street,14604.0,Paid,2024-12-29 07:37:24
ORDIU6CSFCUETDH,CUST13RO0SID2HCJ,2024-07-29 09:11:50,Completed,37 Main Street,91517.0,Pending,2024-07-29 09:11:50
ORDWG69W2DIT8L4,CUSTKTCG1RCZX67E,2025-02-28 23:24:28,Processing,238 Main Street,64481.0,Paid,2025-02-28 23:24:28
ORDTF6WNIL0PEHI,CUSTCVP3QG81XMJ2,2025-11-01 09:08:04,Processing,225 Main Street,189347.0,Pending,2025-11-01 09:08:04
